"","Longitude","Latitude","Year","Ice"
"364",175.783057170832,55.5296963592032,1997,0
"365",174.342929293932,56.210695468851,1997,0
"366",172.840919576923,56.8729632098143,1997,0
"367",171.275153130626,57.5148829922634,1997,0
"368",169.64397375073,58.134765203855,1997,0
"369",167.946008323091,58.7308520572203,1997,0
"370",166.180238296055,59.301324704674,1997,0
"371",164.346077207206,59.8443129593479,1997,0
"374",158.435593420481,61.2891871878495,1997,0
"414",-172.463776982831,49.4144630883892,1997,0
"415",-173.435315708666,50.2205465686331,1997,0
"416",-174.450220576781,51.0195321857807,1997,0
"417",-175.510780060725,51.8104524515741,1997,0
"418",-176.619367736683,52.5922728795994,1997,0
"419",-177.778432867064,53.3638880595857,1997,0
"420",-178.990487217384,54.1241178034534,1997,0
"421",179.741912648664,54.8717034742822,1997,0
"422",178.416188429138,55.605304640494,1997,0
"423",177.029769392804,56.3234962336877,1997,0
"424",175.580128861145,57.0247664294926,1997,0
"425",174.064828769048,57.7075155156985,1997,0
"426",172.481573120558,58.3700560591282,1997,0
"427",170.828270969834,59.0106147295104,1997,0
"428",169.103109244675,59.6273361808473,1997,0
"429",167.304635261427,60.2182894227002,1997,0
"431",163.484297411047,61.3148483103318,1997,0
"473",-171.202589290009,50.0269267489625,1997,0
"474",-172.162386322102,50.8498441562314,1997,0
"475",-173.166562709091,51.6661542976507,1997,0
"476",-174.217607677636,52.474890386857,1997,0
"477",-175.318121763601,53.2750150291131,1997,0
"478",-176.470809700633,54.0654155224092,1997,0
"479",-177.678469410167,54.8448991183632,1997,0
"480",-178.943976194003,55.6121883484276,1997,0
"481",179.729738893506,56.3659165559229,1997,0
"482",178.339717631017,57.1046238164177,1997,0
"483",176.88301140088,57.8267534782162,1997,0
"484",175.356727416881,58.5306496108808,1997,0
"485",173.758085652585,59.2145557115969,1997,0
"486",172.084487576974,59.8766150842668,1997,0
"532",-169.899415694436,50.6231568989418,1997,0
"533",-170.845096864788,51.4629340347731,1997,0
"534",-171.836054897557,52.2966343214057,1997,0
"535",-172.874983651098,53.1232963273645,1997,0
"536",-173.964717603388,53.9418847058431,1997,0
"537",-175.108227819523,54.7512846847038,1997,0
"538",-176.308614013549,55.5502963816112,1997,0
"539",-177.56909166296,56.3376290381044,1997,0
"540",-178.892972954319,57.1118953045349,1997,0
"541",179.716359844242,57.8716057550784,1997,0
"542",178.255490158411,58.6151638694585,1997,0
"543",176.721013741146,59.3408617860517,1997,0
"544",175.109597941946,60.0468772092763,1997,0
"545",173.418055344822,60.7312719407727,1997,0
"591",-168.553540907062,51.2020011224212,1997,0
"592",-169.482554211906,52.0586128497698,1997,0
"593",-170.457599885326,52.9097172997627,1997,0
"594",-171.481577297985,53.7543634891384,1997,0
"595",-172.557558757346,54.5915236281785,1997,0
"596",-173.688789424868,55.4200867785515,1997,0
"597",-174.878683489222,56.2388521788984,1997,0
"598",-176.130815423635,57.0465223130203,1997,0
"599",-177.448904910999,57.8416958353977,1997,0
"600",-178.836793754759,58.6228605201082,1997,0
"601",179.701587180005,59.3883864638783,1997,0
"602",178.162263209612,60.1365198536442,1997,0
"603",176.541275681194,60.8653777044504,1997,0
"604",174.834758955004,61.5729440842815,1997,0
"650",-167.164390513599,51.7622744029187,1997,0
"651",-168.074007617581,52.6356387230733,1997,0
"652",-169.0302420332,53.5041031271113,1997,0
"653",-170.036195810093,54.3667325686778,1997,0
"654",-171.095179009678,55.2225128416213,1997,0
"655",-172.210714522038,56.070343406731,1997,0
"656",-173.386539517685,56.9090297075235,1997,0
"657",-174.626602260406,57.7372750226694,1997,0
"658",-175.935052692257,58.5536719422953,1997,0
"659",-177.316224840531,59.3566936086536,1997,0
"660",-178.774608697626,60.1446849315734,1997,0
"661",179.685191192611,60.9158540787857,1997,0
"662",178.058513609086,61.668264653365,1997,0
"709",-165.731556062627,52.3027629892544,1997,0
"710",-166.618877227142,53.1927349662691,1997,0
"711",-167.553199552854,54.0784500059731,1997,0
"712",-168.537820463105,54.9589948131655,1997,0
"713",-169.576282789934,55.8333752449577,1997,0
"714",-170.672385489333,56.7005083349843,1997,0
"715",-171.830191637292,57.5592136099039,1997,0
"716",-173.054032379237,58.4082037094664,1997,0
"717",-174.348505118503,59.246074358134,1997,0
"718",-175.71846376493,60.0712937883165,1997,0
"719",-177.168998322135,60.8821917870689,1997,0
"720",-178.705400481836,61.6769486345275,1997,0
"721",179.666888756079,62.4535843285521,1997,0
"768",-164.254821500229,52.822229199024,1997,0
"769",-165.116784531899,53.7285948393328,1997,0
"770",-166.025899435595,54.6313790601643,1997,0
"771",-166.98564646084,55.5296963592032,1997,0
"772",-167.999790328115,56.4225794921233,1997,0
"773",-169.072397844028,57.3089707555296,1997,0
"774",-170.207853757083,58.1877123527764,1997,0
"775",-171.410873544931,59.0575358084055,1997,0
"776",-172.686511371969,59.9170504273251,1997,0
"777",-174.040160889287,60.7647308415594,1997,0
"778",-175.477545853598,61.5989037561107,1997,0
"779",-177.004696712397,62.4177341031426,1997,0
"780",-178.62790835054,63.2192109483986,1997,0
"781",179.646326840754,64.0011336742222,1997,0
"798",131.839638373954,71.323476452819,1997,0.0500000007450581
"827",-162.734190504986,53.3194172347754,1997,0
"828",-163.567584308905,54.2418874561252,1997,0
"829",-164.448014629618,55.1614802386902,1997,0
"830",-165.379126011368,56.0773440133543,1997,0
"831",-166.364887290983,56.9885454898467,1997,0
"832",-167.409617054465,57.8940602966446,1997,0
"833",-168.518008645252,58.7927624895162,1997,0
"834",-169.695153531234,59.6834128403184,1997,0
"835",-170.946561337826,60.5646458377608,1997,0
"836",-172.278174199869,61.4349553680038,1997,0
"837",-173.696372243711,62.2926791020183,1997,0
"838",-175.207965953068,63.135981707546,1997,0
"839",-176.820169880136,63.9628371375474,1997,0
"840",-178.540550645008,64.7710104377758,1997,0
"847",165.74296464035,69.6663958039477,1997,0.159999996423721
"848",162.897271030948,70.2151289435529,1997,0.100000001490116
"849",159.893765201641,70.7140809506403,1997,0.230000004172325
"850",156.736814497357,71.1589066052755,1997,0.319999992847443
"851",153.434948822922,71.5453441721402,1997,0.0299999993294477
"855",139.112228844719,72.4333290724181,1997,0
"856",135.374476886723,72.4775104707746,1997,0
"857",131.63353933657,72.4480430991493,1997,0.00999999977648258
"886",-161.169914134571,53.7930600720965,1997,0
"887",-161.971397410387,54.7312649231057,1997,0
"888",-162.81950279976,55.6673196311672,1997,0
"889",-163.718013966179,56.6004126382874,1997,0
"890",-164.671078272695,57.5296517078211,1997,0
"891",-165.683240881067,58.4540540592448,1997,0
"892",-166.759480084813,59.3725351628095,1997,0
"893",-167.905242922988,60.2838960446201,1997,0
"894",-169.126479604745,61.1868089582835,1997,0
"895",-170.429674565489,62.0798012989637,1997,0
"896",-171.821871018775,62.9612376770774,1997,0
"897",-173.310684602366,63.829300142506,1997,0
"898",-174.904300080442,64.6819666704004,1997,0
"899",-176.611443009277,65.5169882050923,1997,0
"905",170.233320604227,69.9962456330097,1997,0.360000014305115
"906",167.471192290849,70.6211306725124,1997,0.140000000596046
"907",164.52867183448,71.199904637738,1997,0.270000010728836
"908",161.404559217243,71.72773014211,1997,0.550000011920929
"909",158.101807194361,72.1996591078005,1997,0.779999971389771
"910",154.628438246904,72.6107690132081,1997,0.550000011920929
"911",150.998300576112,72.9563357257907,1997,0.430000007152557
"912",147.23150092123,73.2320362272363,1997,0
"914",139.398705354996,73.559858185417,1997,0
"915",135.400663255792,73.6072540869583,1997,0
"916",131.398721882777,73.5756408169758,1997,0
"945",-159.562518045251,54.2418874561252,1997,0
"946",-160.328643574222,55.195370774152,1997,0
"947",-161.140645757717,56.1474482923291,1997,0
"948",-162.002415044599,57.0973542869879,1997,0
"949",-162.918243130858,58.0442445011922,1997,0
"950",-163.892866266119,58.9871859522851,1997,0
"951",-164.931511840508,59.9251452085234,1997,0
"952",-166.039947683324,60.8569749202174,1997,0
"953",-167.224533017241,61.7813983778278,1997,0
"954",-168.492269303087,62.6969918666164,1997,0
"955",-169.850848201032,63.602164602282,1997,0
"956",-171.308692464115,64.4951360758627,1997,0
"963",174.847918297794,70.2021812273766,1997,0.00999999977648258
"964",172.212982045368,70.9014387558706,1997,0.159999996423721
"965",169.380344723845,71.5593055621797,1997,0.629999995231628
"966",166.342357494188,72.1706789503941,1997,0.720000028610229
"967",163.094841901364,72.7301360704217,1997,0.980000019073486
"968",159.638396724614,73.2320362272363,1997,0.959999978542328
"969",155.979753202735,73.6706739584452,1997,0.970000028610229
"970",152.132996150343,74.0404857711173,1997,0.589999973773956
"971",148.120403152977,74.3363050798966,1997,0.270000010728836
"972",143.972626614896,74.5536485245325,1997,0.300000011920929
"973",139.727987818842,74.6890046873748,1997,0.569999992847443
"974",135.430787217009,74.7400871639744,1997,0
"975",131.128743768014,74.70601235197,1997,0
"976",126.869897645844,74.5873709445051,1997,0
"977",122.699461121002,74.3861799635698,1997,0
"978",118.657117456558,74.1057242086184,1997,0
"979",114.775140568832,73.7503151936281,1997,0.430000007152557
"1004",-157.912828396772,54.6646350129381,1997,0
"1005",-158.640073227922,55.6328497315499,1997,0
"1007",-160.232831323208,57.5666091918421,1997,0
"1008",-161.106694719078,58.5306496108808,1997,0
"1009",-162.038559235813,59.4916585693307,1997,0
"1013",-166.464143630866,63.284149834936,1997,0
"1014",-167.780687076781,64.2129186005257,1997,0
"1015",-169.198381764309,65.1307795888844,1997,0
"1018",-174.165211003159,67.798165502184,1997,0
"1019",-176.099506257618,68.6502169641374,1997,0
"1020",-178.1960048838,69.4787031004716,1997,0
"1021",179.53037298031,70.2800049091441,1997,0
"1022",177.064326553579,71.0500424439014,1997,0
"1023",174.390725553554,71.7842407204057,1997,0
"1024",171.495420759121,72.4775104707746,1997,0.949999988079071
"1025",168.36636600106,73.1242540358162,1997,0.990000009536743
"1026",164.99507961714,73.7184095122647,1997,0.980000019073486
"1027",161.378420633513,74.2535481885881,1997,0.990000009536743
"1028",157.520565602897,74.7230398220458,1997,0.879999995231628
"1029",153.434948822922,75.1202955027756,1997,0.140000000596046
"1030",149.145795494103,75.4390869824995,1997,0.200000002980232
"1033",135.465809082765,75.8758067910929,1997,0
"1034",130.815083874882,75.838878281452,1997,0
"1035",126.218837265615,75.7104095090411,1997,0.129999995231628
"1036",121.733519153416,75.4929289448032,1997,0.569999992847443
"1037",117.407575437818,75.1905197713312,1997,0.469999998807907
"1038",113.278949198003,74.8084765908283,1997,0.550000011920929
"1063",-156.221995418503,55.0600544446948,1997,0
"1064",-156.906797067403,56.0423587805142,1997,0
"1066",-158.410208312286,58.0066186633071,1997,0
"1072",-164.34421804115,63.838812821746,1997,0
"1075",-168.457474299563,66.6645387381944,1997,0
"1076",-170.063610056572,67.5822074038022,1997,0
"1077",-171.809138623537,68.4839488530427,1997,0
"1078",-173.709329226645,69.3669745821781,1997,0
"1079",-175.780904650752,70.2280857946159,1997,0
"1081",179.488444133413,71.8693585109571,1997,0
"1082",176.790513682208,72.6405292783292,1997,0.479999989271164
"1083",173.844831656726,73.3716970336563,1997,0.930000007152557
"1084",170.633490042988,74.056769105915,1997,0.959999978542328
"1085",167.141909827002,74.6890046873748,1997,0.970000028610229
"1086",163.361194329574,75.2610931026433,1997,0.990000009536743
"1087",159.290962408351,75.7653199439955,1997,0.980000019073486
"1088",154.942384581697,76.1938431730607,1997,0.829999983310699
"1089",150.340890764005,76.5390886407417,1997,0.670000016689301
"1090",145.527786119964,76.7942494244798,1997,0.490000009536743
"1091",140.55994726331,76.95383818018,1997,0
"1092",135.507029060915,77.0142066723458,1997,0
"1093",130.446232020841,76.9739288926063,1997,0
"1094",125.455474434442,76.8339591361351,1997,0.28999999165535
"1095",120.60640703151,76.5975256946911,1997,0.529999971389771
"1096",115.958769261561,76.2697867960052,1997,0.46000000834465
"1122",-154.491513502117,55.426924732734,1997,0
"1123",-155.130312026041,56.4225794921233,1997,0
"1124",-155.810485845976,57.4190842943844,1997,0
"1131",-162.132317586936,64.3584544973346,1997,0
"1134",-166.062202791746,67.2569300239461,1997,0
"1135",-167.609143339319,68.2021363062828,1997,0
"1136",-169.298649276101,69.1332321156922,1997,0
"1137",-171.147995900611,70.0475146739813,1997,0
"1138",-173.176537600967,70.9418439137839,1997,0
"1139",-175.405746668734,71.8125661744539,1997,0
"1140",-177.859098633677,72.6554296979475,1997,0
"1141",179.438294667434,73.4654955559045,1997,0.689999997615814
"1142",176.46044083145,74.2370514750919,1997,0.949999988079071
"1143",173.181785428348,74.9635418417322,1997,0.959999978542328
"1144",169.579287603206,75.6375351876531,1997,0.980000019073486
"1145",165.635417550303,76.2507601023689,1997,0.970000028610229
"1146",161.342111525881,76.7942494244798,1997,0.990000009536743
"1147",156.705436746106,77.2586355705287,1997,0.970000028610229
"1148",151.750264505026,77.6346287715754,1997,0.980000019073486
"1149",146.523721703897,77.913676212861,1997,0.899999976158142
"1150",141.095861544596,78.0887417264936,1997,0.189999997615814
"1151",135.556252227081,78.1550771584537,1997,0.0299999993294477
"1152",130.006256014177,78.1108112768168,1997,0.660000026226044
"1153",124.548367056011,77.9571972762329,1997,0.910000026226044
"1154",119.275254277253,77.6984460495011,1997,0.620000004768372
"1155",114.261290852478,77.3411946634897,1997,0.209999993443489
"1156",109.558251536998,76.8937569798995,1997,0.180000007152557
"1167",77.9351155894746,68.3895650653235,1997,0.889999985694885
"1181",-152.723236616886,55.7640642221542,1997,0
"1182",-153.312522129942,56.7722314683348,1997,0
"1183",-153.940858672626,57.7819766742529,1997,0
"1195",-166.628668030108,69.7419999802958,1997,0
"1196",-168.407824589709,70.6874747107431,1997,0
"1197",-170.371843871513,71.615264260054,1997,0
"1198",-172.545701187252,72.5218103219512,1997,0
"1199",-174.957548930829,73.4029011216109,1997,0
"1200",-177.638625341825,74.2535481885881,1997,0.790000021457672
"1201",179.377244312794,75.0678534073891,1997,0.980000019073486
"1202",176.054813770963,75.838878281452,1997,0.980000019073486
"1203",172.359593238973,76.5585384316142,1997,0.980000019073486
"1204",168.261428793278,77.2175623036592,1997,0.980000019073486
"1205",163.739795291688,77.8055724434482,1997,0.980000019073486
"1206",158.790773865777,78.3113642338896,1997,0.970000028610229
"1207",153.434948822922,78.7234566529966,1997,0.980000019073486
"1208",147.724355685422,79.030951494968,1997,0.889999985694885
"1209",141.745579647483,79.2246453145605,1997,0.759999990463257
"1210",135.616059908399,79.2982051785101,1997,0.939999997615814
"1211",129.472459848344,79.2491080838136,1997,0.959999978542328
"1212",123.453309454073,79.0790454324615,1997,0.970000028610229
"1213",117.681061568485,78.7936499584292,1997,0.810000002384186
"1214",112.249023657212,78.401642264331,1997,0.649999976158142
"1215",107.216073587791,77.913676212861,1997,0.109999999403954
"1217",98.4269690214807,76.6955113350526,1997,0
"1226",75.32360686255,68.9749276696954,1997,0.75
"1227",73.8238066383917,68.0049063388228,1997,0.340000003576279
"1228",72.4542712543037,67.0245493378642,1997,0.360000014305115
"1240",-150.919387832118,56.070343406731,1997,0
"1241",-151.455752684583,57.0900867149194,1997,0
"1242",-152.028415418619,58.1121059860299,1997,0
"1243",-152.641062733447,59.1359267494026,1997,0
"1254",-163.796225785109,70.3060197472532,1997,0
"1255",-165.483300041146,71.2821889250105,1997,0
"1256",-167.35784767211,72.2432235719175,1997,0
"1257",-169.448190493808,73.1857545480136,1997,0
"1258",-171.787219810714,74.1057242086184,1997,0.28999999165535
"1259",-174.412756035796,74.998228220198,1997,0.819999992847443
"1260",-177.367565131014,75.8573300100271,1997,0.980000019073486
"1261",179.301305617017,76.6758545444479,1997,0.990000009536743
"1262",175.544397166674,77.4451810918031,1997,0.980000019073486
"1263",171.313645418763,78.1550771584537,1997,0.970000028610229
"1264",166.568971129318,78.7936499584292,1997,0.980000019073486
"1265",161.2882621249,79.3475336527168,1997,0.980000019073486
"1266",155.480357311809,79.8024613586174,1997,0.990000009536743
"1267",149.198554023863,80.1443486261866,1997,0.980000019073486
"1268",142.549421768263,80.360884648103,1997,0.990000009536743
"1269",135.690277197865,80.4433739806108,1997,0.980000019073486
"1270",128.811384036759,80.388301015626,1997,0.970000028610229
"1271",122.106255955118,80.1980258371172,1997,0.970000028610229
"1272",115.740708356233,79.8803130269998,1997,0.879999995231628
"1273",109.832129850218,79.4468977368386,1997,0.709999978542328
"1275",99.5931342627304,78.2889063510431,1997,0.0199999995529652
"1276",95.2623953995952,77.5922717039645,1997,0
"1277",91.4144232114022,76.8339591361351,1997,0
"1278",88.0021201435234,76.0245348910428,1997,0
"1279",84.9759247414605,75.1729311739087,1997,0
"1280",82.2881075873412,74.2865961075828,1997,0
"1281",79.8949636349621,73.3716970336563,1997,0.219999998807907
"1283",75.8423673503228,71.4757056467747,1997,0.699999988079071
"1284",74.1198612229248,70.5023222901132,1997,0.730000019073486
"1299",-149.082561792124,56.3446981771692,1997,0
"1300",-149.562756278294,57.3749846770732,1997,0
"1301",-150.076069974919,58.4082037094664,1997,0
"1313",-160.801152716148,70.820902144412,1997,0
"1314",-162.371980632181,71.8267465385464,1997,0
"1315",-164.128821388543,72.8202378250379,1997,0
"1316",-166.102823684985,73.7982976539096,1997,0.150000005960464
"1317",-168.331225999631,74.7571544445023,1997,0.629999995231628
"1318",-170.858359776475,75.6921547296966,1997,0.939999997615814
"1319",-173.736509385666,76.5975256946911,1997,0.990000009536743
"1320",-177.02626891752,77.4660851268397,1997,0.970000028610229
"1321",179.204276447261,78.2889063510431,1997,0.980000019073486
"1322",174.882685150027,79.0549714280585,1997,0.980000019073486
"1323",169.939310204677,79.7508954023179,1997,0.980000019073486
"1324",164.320475877581,80.360884648103,1997,0.990000009536743
"1325",158.008870082823,80.8671908156325,1997,0.980000019073486
"1326",151.049004792533,81.2513736297807,1997,0.980000019073486
"1327",143.569141879838,81.4965513966342,1997,0.990000009536743
"1328",135.784824602992,81.5903624915665,1997,0.990000009536743
"1329",127.97160376105,81.5277047327873,1997,0.980000019073486
"1330",120.411081267125,81.3120099620025,1997,0.990000009536743
"1331",113.33404127671,80.9543774043709,1997,0.980000019073486
"1332",106.886791123944,80.4710319667317,1997,0.860000014305115
"1333",101.129189289611,79.8803130269998,1997,0.159999996423721
"1335",91.6135389328812,78.4470528457113,1997,0
"1336",87.7394980888588,77.6346287715754,1997,0
"1337",84.3594505678432,76.7744408030745,1997,0
"1338",81.4040885630791,75.8758067910929,1997,0
"1339",78.8112000717482,74.9462299513211,1997,0
"1340",76.5268418872689,73.9917401157286,1997,0
"1342",72.7075506001224,72.0265228669685,1997,0.560000002384186
"1345",68.3620587705711,68.9870589187889,1997,0.589999973773956
"1358",-147.215719134131,56.5861432422881,1997,0
"1359",-147.636709237924,57.6258476026926,1997,0
"1360",-148.087228423837,58.6690880140536,1997,0
"1361",-148.570434385162,59.7155119029262,1997,0
"1372",-157.646802313011,71.2821889250105,1997,0
"1373",-159.075498255079,72.3160843556813,1997,0
"1374",-160.683647180496,73.3405545657236,1997,0.00999999977648258
"1375",-162.504242122814,74.3529115281921,1997,0.219999998807907
"1376",-164.577838681261,75.3498083311983,1997,0.839999973773956
"1377",-166.954362937052,76.3270316189157,1997,0.980000019073486
"1378",-169.695153531234,77.2792235232342,1997,0.980000019073486
"1379",-172.874983651098,78.1995136680799,1997,0.980000019073486
"1380",-176.583411808229,79.0790454324615,1997,0.980000019073486
"1381",179.075954647227,79.9063997126701,1997,0.970000028610229
"1382",173.990994042506,80.6669734078192,1997,0.990000009536743
"1383",168.055822811554,81.3424897508675,1997,0.980000019073486
"1384",161.200114841347,81.9110295562842,1997,0.980000019073486
"1385",153.434948822922,82.3482272771341,1997,0.980000019073486
"1386",144.904183212974,82.630307871674,1997,0.990000009536743
"1387",135.909380449199,82.7389438654786,1997,0.970000028610229
"1388",126.869897645844,82.6663391924668,1997,0.970000028610229
"1389",118.217355854729,82.4177526958338,1997,0.980000019073486
"1390",110.282559088917,82.0097721175216,1997,0.980000019073486
"1391",103.240519915187,81.4655133787632,1997,0.930000007152557
"1394",87.3974377975002,79.2491080838136,1997,0
"1395",83.5712522511702,78.3790052618831,1997,0
"1396",80.2933475906603,77.4660851268397,1997,0
"1397",77.4711922908485,76.5196679081254,1997,0
"1398",75.0271242332131,75.5469798014502,1997,0
"1399",72.8972710309477,74.5536485245325,1997,0
"1400",71.0295921915135,73.5440914946505,1997,0
"1403",66.6147789427863,70.4497676030137,1997,0
"1404",65.4445026359432,69.4041444381093,1997,0.119999997317791
"1417",-145.322172074381,56.7937853860899,1997,0
"1418",-145.681197443157,57.8416958353977,1997,0
"1419",-146.065775800577,58.8936814563258,1997,0
"1420",-146.478697168613,59.9494450152603,1997,0
"1431",-154.340735483033,71.6854691427919,1997,0
"1432",-155.600564075825,72.7451184478798,1997,0
"1433",-157.027278669171,73.7982976539096,1997,0.219999998807907
"1434",-158.65421335091,74.8427922888544,1997,0.850000023841858
"1435",-160.523424501068,75.8758067910929,1997,0.980000019073486
"1436",-162.688353891154,76.8937569798995,1997,0.990000009536743
"1437",-165.217273957384,77.8919760151992,1997,0.990000009536743
"1438",-168.197565792217,78.8642966591299,1997,0.980000019073486
"1439",-171.740562020121,79.8024613586174,1997,0.970000028610229
"1440",-175.985824304589,80.695307725603,1997,0.970000028610229
"1441",178.898293884794,81.5277047327873,1997,0.980000019073486
"1442",172.724995042111,82.2793350084191,1997,0.990000009536743
"1443",165.32360686255,82.9237478168146,1997,0.980000019073486
"1444",156.614778942786,83.4287596701125,1997,0.980000019073486
"1445",146.725112015165,83.7600020766697,1997,0.970000028610229
