X,Y,Date,Daily.Max.8.hour.Ozone.Concentration
-78.768056,36.141111,03/19/2019,0.05
-78.768056,36.141111,03/20/2019,0.048
-78.768056,36.141111,03/21/2019,0.051
-78.768056,36.141111,03/22/2019,0.049
-78.768056,36.141111,03/23/2019,0.051
-78.768056,36.141111,03/24/2019,0.059
-78.768056,36.141111,03/25/2019,0.051
-78.768056,36.141111,03/26/2019,0.047
-78.768056,36.141111,03/27/2019,0.051
-78.768056,36.141111,03/28/2019,0.056
-78.768056,36.141111,03/29/2019,0.06
-78.768056,36.141111,03/30/2019,0.057
-78.768056,36.141111,03/31/2019,0.046
-78.768056,36.141111,04/01/2019,0.048
-78.768056,36.141111,04/02/2019,0.039
-78.768056,36.141111,04/03/2019,0.058
-78.768056,36.141111,04/04/2019,0.064
-78.768056,36.141111,04/05/2019,0.042
-78.768056,36.141111,04/06/2019,0.039
-78.768056,36.141111,04/07/2019,0.037
-78.768056,36.141111,04/08/2019,0.037
-78.768056,36.141111,04/09/2019,0.042
-78.768056,36.141111,04/10/2019,0.058
-78.768056,36.141111,04/11/2019,0.059
-78.768056,36.141111,04/12/2019,0.036
-78.768056,36.141111,04/13/2019,0.028
-78.768056,36.141111,04/14/2019,0.034
-78.768056,36.141111,04/15/2019,0.051
-78.768056,36.141111,04/16/2019,0.056
-78.768056,36.141111,04/17/2019,0.06
-78.768056,36.141111,04/18/2019,0.054
-78.768056,36.141111,04/19/2019,0.039
-78.768056,36.141111,04/20/2019,0.039
-78.768056,36.141111,04/21/2019,0.033
-78.768056,36.141111,04/22/2019,0.043
-78.768056,36.141111,04/23/2019,0.052
-78.768056,36.141111,04/24/2019,0.058
-78.768056,36.141111,04/25/2019,0.05
-78.768056,36.141111,04/26/2019,0.045
-78.768056,36.141111,04/27/2019,0.057
-78.768056,36.141111,04/28/2019,0.054
-78.768056,36.141111,04/29/2019,0.037
-78.768056,36.141111,04/30/2019,0.054
-78.768056,36.141111,05/01/2019,0.046
-78.768056,36.141111,05/02/2019,0.048
-78.768056,36.141111,05/03/2019,0.037
-78.768056,36.141111,05/04/2019,0.042
-78.768056,36.141111,05/05/2019,0.029
-78.768056,36.141111,05/06/2019,0.041
-78.768056,36.141111,05/07/2019,0.056
-78.768056,36.141111,05/08/2019,0.048
-78.768056,36.141111,05/09/2019,0.052
-78.768056,36.141111,05/10/2019,0.043
-78.768056,36.141111,05/11/2019,0.038
-78.768056,36.141111,05/12/2019,0.033
-78.768056,36.141111,05/13/2019,0.033
-78.768056,36.141111,05/14/2019,0.045
-78.768056,36.141111,05/15/2019,0.05
-78.768056,36.141111,05/16/2019,0.059
-78.768056,36.141111,05/17/2019,0.06
-78.768056,36.141111,05/18/2019,0.061
-78.768056,36.141111,05/19/2019,0.056
-78.768056,36.141111,05/20/2019,0.049
-78.768056,36.141111,05/21/2019,0.054
-78.768056,36.141111,05/22/2019,0.051
-78.768056,36.141111,05/23/2019,0.042
-78.768056,36.141111,05/24/2019,0.044
-78.768056,36.141111,05/25/2019,0.062
-78.768056,36.141111,05/26/2019,0.049
-78.768056,36.141111,05/27/2019,0.051
-78.768056,36.141111,05/28/2019,0.055
-78.768056,36.141111,05/29/2019,0.049
-78.768056,36.141111,05/30/2019,0.06
-78.768056,36.141111,05/31/2019,0.049
-78.768056,36.141111,06/01/2019,0.053
-78.768056,36.141111,06/02/2019,0.06
-78.768056,36.141111,06/03/2019,0.054
-78.768056,36.141111,06/04/2019,0.062
-78.768056,36.141111,06/05/2019,0.049
-78.768056,36.141111,06/06/2019,0.046
-78.768056,36.141111,06/07/2019,0.031
-78.768056,36.141111,06/08/2019,0.035
-78.768056,36.141111,06/09/2019,0.027
-78.768056,36.141111,06/10/2019,0.036
-78.768056,36.141111,06/11/2019,0.041
-78.768056,36.141111,06/12/2019,0.04
-78.768056,36.141111,06/13/2019,0.045
-78.768056,36.141111,06/14/2019,0.044
-78.768056,36.141111,06/15/2019,0.059
-78.768056,36.141111,06/16/2019,0.048
-78.768056,36.141111,06/17/2019,0.044
-78.768056,36.141111,06/18/2019,0.035
-78.768056,36.141111,06/19/2019,0.032
-78.768056,36.141111,06/20/2019,0.045
-78.768056,36.141111,06/21/2019,0.048
-78.768056,36.141111,06/22/2019,0.044
-78.768056,36.141111,06/23/2019,0.044
-78.768056,36.141111,06/24/2019,0.041
-78.768056,36.141111,06/25/2019,0.044
-78.768056,36.141111,06/26/2019,0.05
-78.768056,36.141111,06/27/2019,0.059
-78.768056,36.141111,06/28/2019,0.066
-78.768056,36.141111,06/29/2019,0.065
-78.768056,36.141111,06/30/2019,0.049
-78.768056,36.141111,07/01/2019,0.05
-78.768056,36.141111,07/02/2019,0.051
-78.768056,36.141111,07/03/2019,0.059
-78.768056,36.141111,07/04/2019,0.05
-78.768056,36.141111,07/05/2019,0.055
-78.768056,36.141111,07/06/2019,0.04
-78.768056,36.141111,07/07/2019,0.037
-78.768056,36.141111,07/08/2019,0.044
-78.768056,36.141111,07/09/2019,0.037
-78.768056,36.141111,07/10/2019,0.052
-78.768056,36.141111,07/11/2019,0.04
-78.768056,36.141111,07/12/2019,0.051
-78.768056,36.141111,07/13/2019,0.054
-78.768056,36.141111,07/14/2019,0.057
-78.768056,36.141111,07/15/2019,0.055
-78.768056,36.141111,07/16/2019,0.059
-78.768056,36.141111,07/17/2019,0.043
-78.768056,36.141111,07/18/2019,0.05
-78.768056,36.141111,07/19/2019,0.043
-78.768056,36.141111,07/20/2019,0.046
-78.768056,36.141111,07/21/2019,0.044
-78.768056,36.141111,07/22/2019,0.043
-78.768056,36.141111,07/23/2019,0.031
-78.768056,36.141111,07/24/2019,0.036
-78.768056,36.141111,07/25/2019,0.046
-78.768056,36.141111,07/26/2019,0.05
-78.768056,36.141111,07/27/2019,0.053
-78.768056,36.141111,07/28/2019,0.052
-78.768056,36.141111,07/29/2019,0.062
-78.768056,36.141111,07/30/2019,0.059
-78.768056,36.141111,07/31/2019,0.053
-78.768056,36.141111,08/01/2019,0.057
-78.768056,36.141111,08/02/2019,0.047
-78.768056,36.141111,08/03/2019,0.039
-78.768056,36.141111,08/04/2019,0.039
-78.768056,36.141111,08/05/2019,0.039
-78.768056,36.141111,08/06/2019,0.051
-78.768056,36.141111,08/07/2019,0.048
-78.768056,36.141111,08/08/2019,0.051
-78.768056,36.141111,08/09/2019,0.05
-78.768056,36.141111,08/10/2019,0.048
-78.768056,36.141111,08/11/2019,0.047
-78.768056,36.141111,08/12/2019,0.06
-78.768056,36.141111,08/13/2019,0.044
-78.768056,36.141111,08/14/2019,0.05
-78.768056,36.141111,08/15/2019,0.061
-78.768056,36.141111,08/16/2019,0.046
-78.768056,36.141111,08/17/2019,0.044
-78.768056,36.141111,08/18/2019,0.05
-78.768056,36.141111,08/19/2019,0.051
-78.768056,36.141111,08/20/2019,0.037
-78.768056,36.141111,08/21/2019,0.044
-78.768056,36.141111,08/22/2019,0.043
-78.768056,36.141111,08/23/2019,0.044
-78.768056,36.141111,08/24/2019,0.026
-78.768056,36.141111,08/25/2019,0.037
-78.768056,36.141111,08/26/2019,0.027
-78.768056,36.141111,08/27/2019,0.03
-78.768056,36.141111,08/28/2019,0.036
-78.768056,36.141111,08/29/2019,0.051
-78.768056,36.141111,08/30/2019,0.052
-78.768056,36.141111,08/31/2019,0.054
-78.768056,36.141111,09/01/2019,0.043
-78.768056,36.141111,09/02/2019,0.036
-78.768056,36.141111,09/03/2019,0.043
-78.768056,36.141111,09/04/2019,0.034
-78.768056,36.141111,09/06/2019,0.048
-78.768056,36.141111,09/07/2019,0.054
-78.768056,36.141111,09/08/2019,0.046
-78.768056,36.141111,09/09/2019,0.035
-78.768056,36.141111,09/10/2019,0.046
-78.768056,36.141111,09/11/2019,0.056
-78.768056,36.141111,09/12/2019,0.056
-78.768056,36.141111,09/13/2019,0.044
-78.768056,36.141111,09/14/2019,0.037
-78.768056,36.141111,09/15/2019,0.038
-78.768056,36.141111,09/16/2019,0.045
-78.768056,36.141111,09/17/2019,0.046
-78.768056,36.141111,09/18/2019,0.049
-78.768056,36.141111,09/19/2019,0.042
-78.768056,36.141111,09/20/2019,0.05
-78.768056,36.141111,09/21/2019,0.056
-78.768056,36.141111,09/22/2019,0.054
-78.768056,36.141111,09/23/2019,0.055
-78.768056,36.141111,09/24/2019,0.051
-78.768056,36.141111,09/25/2019,0.056
-78.768056,36.141111,09/26/2019,0.06
-78.768056,36.141111,09/27/2019,0.054
-78.768056,36.141111,09/28/2019,0.049
-78.768056,36.141111,09/29/2019,0.05
-78.768056,36.141111,09/30/2019,0.047
-78.768056,36.141111,10/01/2019,0.06
-78.768056,36.141111,10/02/2019,0.053
-78.768056,36.141111,10/03/2019,0.056
-78.768056,36.141111,10/04/2019,0.049
-78.768056,36.141111,10/05/2019,0.032
-78.768056,36.141111,10/06/2019,0.039
-78.768056,36.141111,10/07/2019,0.042
-78.768056,36.141111,10/08/2019,0.032
-78.768056,36.141111,10/09/2019,0.034
-78.768056,36.141111,10/10/2019,0.039
-78.768056,36.141111,10/11/2019,0.046
-78.768056,36.141111,10/12/2019,0.05
-78.768056,36.141111,10/13/2019,0.019
-78.768056,36.141111,10/14/2019,0.044
-78.768056,36.141111,10/15/2019,0.048
-78.768056,36.141111,10/16/2019,0.036
-78.768056,36.141111,10/17/2019,0.037
-78.768056,36.141111,10/18/2019,0.04
-78.768056,36.141111,10/19/2019,0.039
-78.768056,36.141111,10/20/2019,0.034
-78.768056,36.141111,10/21/2019,0.036
-78.768056,36.141111,10/22/2019,0.024
-78.768056,36.141111,10/23/2019,0.039
-78.768056,36.141111,10/24/2019,0.045
-78.768056,36.141111,10/25/2019,0.041
-78.768056,36.141111,10/26/2019,0.042
-78.768056,36.141111,10/27/2019,0.025
-78.768056,36.141111,10/28/2019,0.04
-78.768056,36.141111,10/29/2019,0.027
-78.768056,36.141111,10/30/2019,0.021
-78.768056,36.141111,10/31/2019,0.027
-79.802314,36.1090060008986,03/01/2019,0.028
-79.802314,36.1090060008986,03/02/2019,0.04
-79.802314,36.1090060008986,03/03/2019,0.027
-79.802314,36.1090060008986,03/04/2019,0.043
-79.802314,36.1090060008986,03/05/2019,0.044
-79.802314,36.1090060008986,03/06/2019,0.045
-79.802314,36.1090060008986,03/07/2019,0.045
-79.802314,36.1090060008986,03/08/2019,0.034
-79.802314,36.1090060008986,03/09/2019,0.024
-79.802314,36.1090060008986,03/10/2019,0.028
-79.802314,36.1090060008986,03/11/2019,0.045
-79.802314,36.1090060008986,03/12/2019,0.051
-79.802314,36.1090060008986,03/13/2019,0.055
-79.802314,36.1090060008986,03/14/2019,0.053
-79.802314,36.1090060008986,03/15/2019,0.041
-79.802314,36.1090060008986,03/16/2019,0.047
-79.802314,36.1090060008986,03/17/2019,0.05
-79.802314,36.1090060008986,03/18/2019,0.05
-79.802314,36.1090060008986,03/19/2019,0.052
-79.802314,36.1090060008986,03/20/2019,0.054
-79.802314,36.1090060008986,03/21/2019,0.054
-79.802314,36.1090060008986,03/22/2019,0.05
-79.802314,36.1090060008986,03/23/2019,0.052
-79.802314,36.1090060008986,03/24/2019,0.063
-79.802314,36.1090060008986,03/25/2019,0.049
-79.802314,36.1090060008986,03/26/2019,0.047
-79.802314,36.1090060008986,03/27/2019,0.051
-79.802314,36.1090060008986,03/28/2019,0.057
-79.802314,36.1090060008986,03/29/2019,0.065
-79.802314,36.1090060008986,03/30/2019,0.06
-79.802314,36.1090060008986,03/31/2019,0.045
-79.802314,36.1090060008986,04/01/2019,0.049
-79.802314,36.1090060008986,04/02/2019,0.046
-79.802314,36.1090060008986,04/03/2019,0.058
-79.802314,36.1090060008986,04/04/2019,0.063
-79.802314,36.1090060008986,04/05/2019,0.041
-79.802314,36.1090060008986,04/06/2019,0.05
-79.802314,36.1090060008986,04/07/2019,0.04
-79.802314,36.1090060008986,04/08/2019,0.039
-79.802314,36.1090060008986,04/09/2019,0.045
-79.802314,36.1090060008986,04/10/2019,0.061
-79.802314,36.1090060008986,04/11/2019,0.056
-79.802314,36.1090060008986,04/12/2019,0.031
-79.802314,36.1090060008986,04/13/2019,0.032
-79.802314,36.1090060008986,04/14/2019,0.037
-79.802314,36.1090060008986,04/15/2019,0.051
-79.802314,36.1090060008986,04/16/2019,0.058
-79.802314,36.1090060008986,04/17/2019,0.064
-79.802314,36.1090060008986,04/18/2019,0.054
-79.802314,36.1090060008986,04/19/2019,0.038
-79.802314,36.1090060008986,04/20/2019,0.037
-79.802314,36.1090060008986,04/21/2019,0.034
-79.802314,36.1090060008986,04/22/2019,0.045
-79.802314,36.1090060008986,04/23/2019,0.059
-79.802314,36.1090060008986,04/24/2019,0.057
-79.802314,36.1090060008986,04/25/2019,0.054
-79.802314,36.1090060008986,04/26/2019,0.046
-79.802314,36.1090060008986,04/27/2019,0.057
-79.802314,36.1090060008986,04/28/2019,0.055
-79.802314,36.1090060008986,04/29/2019,0.038
-79.802314,36.1090060008986,04/30/2019,0.063
-79.802314,36.1090060008986,05/01/2019,0.042
-79.802314,36.1090060008986,05/02/2019,0.047
-79.802314,36.1090060008986,05/03/2019,0.037
-79.802314,36.1090060008986,05/04/2019,0.048
-79.802314,36.1090060008986,05/05/2019,0.029
-79.802314,36.1090060008986,05/06/2019,0.045
-79.802314,36.1090060008986,05/07/2019,0.049
-79.802314,36.1090060008986,05/08/2019,0.048
-79.802314,36.1090060008986,05/09/2019,0.047
-79.802314,36.1090060008986,05/10/2019,0.041
-79.802314,36.1090060008986,05/11/2019,0.03
-79.802314,36.1090060008986,05/12/2019,0.035
-79.802314,36.1090060008986,05/13/2019,0.041
-79.802314,36.1090060008986,05/14/2019,0.044
-79.802314,36.1090060008986,05/15/2019,0.054
-79.802314,36.1090060008986,05/16/2019,0.06
-79.802314,36.1090060008986,05/17/2019,0.058
-79.802314,36.1090060008986,05/18/2019,0.063
-79.802314,36.1090060008986,05/19/2019,0.052
-79.802314,36.1090060008986,05/20/2019,0.053
-79.802314,36.1090060008986,05/21/2019,0.058
-79.802314,36.1090060008986,05/22/2019,0.053
-79.802314,36.1090060008986,05/23/2019,0.049
-79.802314,36.1090060008986,05/24/2019,0.046
-79.802314,36.1090060008986,05/25/2019,0.054
-79.802314,36.1090060008986,05/26/2019,0.047
-79.802314,36.1090060008986,05/27/2019,0.047
-79.802314,36.1090060008986,05/28/2019,0.061
-79.802314,36.1090060008986,05/29/2019,0.046
-79.802314,36.1090060008986,05/30/2019,0.06
-79.802314,36.1090060008986,05/31/2019,0.049
-79.802314,36.1090060008986,06/01/2019,0.052
-79.802314,36.1090060008986,06/02/2019,0.06
-79.802314,36.1090060008986,06/03/2019,0.049
-79.802314,36.1090060008986,06/04/2019,0.058
-79.802314,36.1090060008986,06/05/2019,0.05
-79.802314,36.1090060008986,06/06/2019,0.057
-79.802314,36.1090060008986,06/07/2019,0.027
-79.802314,36.1090060008986,06/08/2019,0.035
-79.802314,36.1090060008986,06/09/2019,0.023
-79.802314,36.1090060008986,06/10/2019,0.043
-79.802314,36.1090060008986,06/11/2019,0.043
-79.802314,36.1090060008986,06/12/2019,0.04
-79.802314,36.1090060008986,06/13/2019,0.05
-79.802314,36.1090060008986,06/14/2019,0.047
-79.802314,36.1090060008986,06/15/2019,0.059
-79.802314,36.1090060008986,06/16/2019,0.05
-79.802314,36.1090060008986,06/17/2019,0.052
-79.802314,36.1090060008986,06/18/2019,0.036
-79.802314,36.1090060008986,06/19/2019,0.038
-79.802314,36.1090060008986,06/20/2019,0.049
-79.802314,36.1090060008986,06/21/2019,0.048
-79.802314,36.1090060008986,06/22/2019,0.044
-79.802314,36.1090060008986,06/23/2019,0.045
-79.802314,36.1090060008986,06/24/2019,0.047
-79.802314,36.1090060008986,06/25/2019,0.044
-79.802314,36.1090060008986,06/26/2019,0.051
-79.802314,36.1090060008986,06/27/2019,0.053
-79.802314,36.1090060008986,06/28/2019,0.064
-79.802314,36.1090060008986,06/29/2019,0.067
-79.802314,36.1090060008986,06/30/2019,0.049
-79.802314,36.1090060008986,07/01/2019,0.053
-79.802314,36.1090060008986,07/02/2019,0.061
-79.802314,36.1090060008986,07/03/2019,0.053
-79.802314,36.1090060008986,07/04/2019,0.042
-79.802314,36.1090060008986,07/05/2019,0.049
-79.802314,36.1090060008986,07/06/2019,0.045
-79.802314,36.1090060008986,07/07/2019,0.041
-79.802314,36.1090060008986,07/08/2019,0.037
-79.802314,36.1090060008986,07/09/2019,0.036
-79.802314,36.1090060008986,07/10/2019,0.039
-79.802314,36.1090060008986,07/11/2019,0.046
-79.802314,36.1090060008986,07/12/2019,0.052
-79.802314,36.1090060008986,07/13/2019,0.053
-79.802314,36.1090060008986,07/14/2019,0.049
-79.802314,36.1090060008986,07/15/2019,0.059
-79.802314,36.1090060008986,07/16/2019,0.061
-79.802314,36.1090060008986,07/17/2019,0.044
-79.802314,36.1090060008986,07/18/2019,0.044
-79.802314,36.1090060008986,07/19/2019,0.053
-79.802314,36.1090060008986,07/20/2019,0.042
-79.802314,36.1090060008986,07/21/2019,0.047
-79.802314,36.1090060008986,07/22/2019,0.048
-79.802314,36.1090060008986,07/23/2019,0.031
-79.802314,36.1090060008986,07/24/2019,0.044
-79.802314,36.1090060008986,07/25/2019,0.048
-79.802314,36.1090060008986,07/26/2019,0.054
-79.802314,36.1090060008986,07/27/2019,0.059
-79.802314,36.1090060008986,07/28/2019,0.059
-79.802314,36.1090060008986,07/29/2019,0.064
-79.802314,36.1090060008986,07/30/2019,0.064
-79.802314,36.1090060008986,07/31/2019,0.055
-79.802314,36.1090060008986,08/01/2019,0.058
-79.802314,36.1090060008986,08/02/2019,0.053
-79.802314,36.1090060008986,08/03/2019,0.046
-79.802314,36.1090060008986,08/04/2019,0.047
-79.802314,36.1090060008986,08/05/2019,0.056
-79.802314,36.1090060008986,08/06/2019,0.056
-79.802314,36.1090060008986,08/07/2019,0.054
-79.802314,36.1090060008986,08/08/2019,0.053
-79.802314,36.1090060008986,08/09/2019,0.051
-79.802314,36.1090060008986,08/10/2019,0.05
-79.802314,36.1090060008986,08/11/2019,0.044
-79.802314,36.1090060008986,08/12/2019,0.048
-79.802314,36.1090060008986,08/13/2019,0.054
-79.802314,36.1090060008986,08/14/2019,0.052
-79.802314,36.1090060008986,08/15/2019,0.06
-79.802314,36.1090060008986,08/16/2019,0.049
-79.802314,36.1090060008986,08/17/2019,0.047
-79.802314,36.1090060008986,08/18/2019,0.055
-79.802314,36.1090060008986,08/19/2019,0.062
-79.802314,36.1090060008986,08/20/2019,0.043
-79.802314,36.1090060008986,08/21/2019,0.053
-79.802314,36.1090060008986,08/22/2019,0.049
-79.802314,36.1090060008986,08/23/2019,0.048
-79.802314,36.1090060008986,08/24/2019,0.025
-79.802314,36.1090060008986,08/25/2019,0.034
-79.802314,36.1090060008986,08/26/2019,0.033
-79.802314,36.1090060008986,08/27/2019,0.03
-79.802314,36.1090060008986,08/28/2019,0.035
-79.802314,36.1090060008986,08/29/2019,0.048
-79.802314,36.1090060008986,08/30/2019,0.05
-79.802314,36.1090060008986,08/31/2019,0.062
-79.802314,36.1090060008986,09/01/2019,0.04
-79.802314,36.1090060008986,09/02/2019,0.039
-79.802314,36.1090060008986,09/03/2019,0.044
-79.802314,36.1090060008986,09/04/2019,0.051
-79.802314,36.1090060008986,09/05/2019,0.039
-79.802314,36.1090060008986,09/06/2019,0.048
-79.802314,36.1090060008986,09/07/2019,0.05
-79.802314,36.1090060008986,09/08/2019,0.056
-79.802314,36.1090060008986,09/09/2019,0.051
-79.802314,36.1090060008986,09/10/2019,0.056
-79.802314,36.1090060008986,09/11/2019,0.065
-79.802314,36.1090060008986,09/12/2019,0.054
-79.802314,36.1090060008986,09/19/2019,0.045
-79.802314,36.1090060008986,09/20/2019,0.058
-79.802314,36.1090060008986,09/21/2019,0.064
-79.802314,36.1090060008986,09/22/2019,0.059
-79.802314,36.1090060008986,09/23/2019,0.056
-79.802314,36.1090060008986,09/24/2019,0.045
-79.802314,36.1090060008986,09/25/2019,0.054
-79.802314,36.1090060008986,09/26/2019,0.06
-79.802314,36.1090060008986,09/27/2019,0.061
-79.802314,36.1090060008986,09/28/2019,0.054
-79.802314,36.1090060008986,09/29/2019,0.048
-79.802314,36.1090060008986,09/30/2019,0.039
-79.802314,36.1090060008986,10/01/2019,0.055
-79.802314,36.1090060008986,10/02/2019,0.051
-79.802314,36.1090060008986,10/03/2019,0.06
-79.802314,36.1090060008986,10/04/2019,0.056
-79.802314,36.1090060008986,10/05/2019,0.03
-79.802314,36.1090060008986,10/06/2019,0.037
-79.802314,36.1090060008986,10/07/2019,0.04
-79.802314,36.1090060008986,10/08/2019,0.035
-79.802314,36.1090060008986,10/09/2019,0.042
-79.802314,36.1090060008986,10/10/2019,0.043
-79.802314,36.1090060008986,10/11/2019,0.047
-79.802314,36.1090060008986,10/12/2019,0.05
-79.802314,36.1090060008986,10/13/2019,0.02
-79.802314,36.1090060008986,10/14/2019,0.046
-79.802314,36.1090060008986,10/15/2019,0.049
-79.802314,36.1090060008986,10/16/2019,0.038
-79.802314,36.1090060008986,10/17/2019,0.037
-79.802314,36.1090060008986,10/18/2019,0.039
-79.802314,36.1090060008986,10/19/2019,0.041
-79.802314,36.1090060008986,10/20/2019,0.034
-79.802314,36.1090060008986,10/21/2019,0.031
-79.802314,36.1090060008986,10/22/2019,0.025
-79.802314,36.1090060008986,10/23/2019,0.038
-79.802314,36.1090060008986,10/24/2019,0.042
-79.802314,36.1090060008986,10/25/2019,0.034
-79.802314,36.1090060008986,10/26/2019,0.042
-79.802314,36.1090060008986,10/27/2019,0.033
-79.802314,36.1090060008986,10/28/2019,0.042
-79.802314,36.1090060008986,10/29/2019,0.027
-79.802314,36.1090060008986,10/30/2019,0.025
-79.802314,36.1090060008986,10/31/2019,0.027
-82.963625,35.507224,03/01/2019,0.034
-82.963625,35.507224,03/02/2019,0.033
-82.963625,35.507224,03/03/2019,0.024
-82.963625,35.507224,03/04/2019,0.039
-82.963625,35.507224,03/05/2019,0.044
-82.963625,35.507224,03/06/2019,0.045
-82.963625,35.507224,03/07/2019,0.049
-82.963625,35.507224,03/08/2019,0.048
-82.963625,35.507224,03/09/2019,0.04
-82.963625,35.507224,03/10/2019,0.049
-82.963625,35.507224,03/11/2019,0.038
-82.963625,35.507224,03/13/2019,0.054
-82.963625,35.507224,03/14/2019,0.045
-82.963625,35.507224,03/15/2019,0.048
-82.963625,35.507224,03/16/2019,0.048
-82.963625,35.507224,03/17/2019,0.05
-82.963625,35.507224,03/18/2019,0.05
-82.963625,35.507224,03/19/2019,0.051
-82.963625,35.507224,03/20/2019,0.056
-82.963625,35.507224,03/21/2019,0.055
-82.963625,35.507224,03/22/2019,0.051
-82.963625,35.507224,03/23/2019,0.055
-82.963625,35.507224,03/24/2019,0.062
-82.963625,35.507224,03/25/2019,0.048
-82.963625,35.507224,03/26/2019,0.044
-82.963625,35.507224,03/27/2019,0.049
-82.963625,35.507224,03/28/2019,0.051
-82.963625,35.507224,03/29/2019,0.056
-82.963625,35.507224,03/30/2019,0.055
-82.963625,35.507224,03/31/2019,0.046
-82.963625,35.507224,04/01/2019,0.05
-82.963625,35.507224,04/02/2019,0.047
-82.963625,35.507224,04/03/2019,0.055
-82.963625,35.507224,04/04/2019,0.058
-82.963625,35.507224,04/05/2019,0.043
-82.963625,35.507224,04/06/2019,0.046
-82.963625,35.507224,04/07/2019,0.041
-82.963625,35.507224,04/08/2019,0.03
-82.963625,35.507224,04/09/2019,0.047
-82.963625,35.507224,04/10/2019,0.05
-82.963625,35.507224,04/11/2019,0.054
-82.963625,35.507224,04/12/2019,0.047
-82.963625,35.507224,04/13/2019,0.043
-82.963625,35.507224,04/14/2019,0.048
-82.963625,35.507224,04/15/2019,0.049
-82.963625,35.507224,04/16/2019,0.052
-82.963625,35.507224,04/17/2019,0.056
-82.963625,35.507224,04/18/2019,0.054
-82.963625,35.507224,04/19/2019,0.043
-82.963625,35.507224,04/20/2019,0.034
-82.963625,35.507224,04/21/2019,0.048
-82.963625,35.507224,04/22/2019,0.046
-82.963625,35.507224,04/23/2019,0.046
-82.963625,35.507224,04/24/2019,0.048
-82.963625,35.507224,04/25/2019,0.049
-82.963625,35.507224,04/26/2019,0.056
-82.963625,35.507224,04/27/2019,0.058
-82.963625,35.507224,04/28/2019,0.055
-82.963625,35.507224,04/29/2019,0.051
-82.963625,35.507224,04/30/2019,0.053
-82.963625,35.507224,05/01/2019,0.041
-82.963625,35.507224,05/02/2019,0.039
-82.963625,35.507224,05/03/2019,0.033
-82.963625,35.507224,05/04/2019,0.036
-82.963625,35.507224,05/05/2019,0.039
-82.963625,35.507224,05/06/2019,0.045
-82.963625,35.507224,05/07/2019,0.046
-82.963625,35.507224,05/08/2019,0.045
-82.963625,35.507224,05/09/2019,0.047
-82.963625,35.507224,05/10/2019,0.039
-82.963625,35.507224,05/11/2019,0.028
-82.963625,35.507224,05/12/2019,0.038
-82.963625,35.507224,05/13/2019,0.042
-82.963625,35.507224,05/14/2019,0.05
-82.963625,35.507224,05/15/2019,0.046
-82.963625,35.507224,05/16/2019,0.05
-82.963625,35.507224,05/17/2019,0.048
-82.963625,35.507224,05/18/2019,0.047
-82.963625,35.507224,05/19/2019,0.049
-82.963625,35.507224,05/20/2019,0.047
-82.963625,35.507224,05/21/2019,0.05
-82.963625,35.507224,05/22/2019,0.049
-82.963625,35.507224,05/23/2019,0.042
-82.963625,35.507224,05/24/2019,0.045
-82.963625,35.507224,05/25/2019,0.044
-82.963625,35.507224,05/26/2019,0.047
-82.963625,35.507224,05/27/2019,0.048
-82.963625,35.507224,05/28/2019,0.041
-82.963625,35.507224,05/29/2019,0.045
-82.963625,35.507224,05/30/2019,0.049
-82.963625,35.507224,05/31/2019,0.05
-82.963625,35.507224,06/01/2019,0.056
-82.963625,35.507224,06/02/2019,0.055
-82.963625,35.507224,06/03/2019,0.056
-82.963625,35.507224,06/04/2019,0.056
-82.963625,35.507224,06/05/2019,0.042
-82.963625,35.507224,06/06/2019,0.038
-82.963625,35.507224,06/07/2019,0.027
-82.963625,35.507224,06/08/2019,0.033
-82.963625,35.507224,06/09/2019,0.034
-82.963625,35.507224,06/10/2019,0.036
-82.963625,35.507224,06/11/2019,0.042
-82.963625,35.507224,06/12/2019,0.041
-82.963625,35.507224,06/13/2019,0.049
-82.963625,35.507224,06/14/2019,0.047
-82.963625,35.507224,06/15/2019,0.051
-82.963625,35.507224,06/16/2019,0.042
-82.963625,35.507224,06/17/2019,0.037
-82.963625,35.507224,06/20/2019,0.049
-82.963625,35.507224,06/21/2019,0.047
-82.963625,35.507224,06/22/2019,0.029
-82.963625,35.507224,06/23/2019,0.033
-82.963625,35.507224,06/24/2019,0.025
-82.963625,35.507224,06/25/2019,0.043
-82.963625,35.507224,06/26/2019,0.047
-82.963625,35.507224,06/27/2019,0.051
-82.963625,35.507224,06/28/2019,0.05
-82.963625,35.507224,06/29/2019,0.058
-82.963625,35.507224,06/30/2019,0.047
-82.963625,35.507224,07/01/2019,0.05
-82.963625,35.507224,07/02/2019,0.048
-82.963625,35.507224,07/03/2019,0.043
-82.963625,35.507224,07/04/2019,0.039
-82.963625,35.507224,07/05/2019,0.035
-82.963625,35.507224,07/06/2019,0.028
-82.963625,35.507224,07/07/2019,0.032
-82.963625,35.507224,07/08/2019,0.042
-82.963625,35.507224,07/09/2019,0.036
-82.963625,35.507224,07/10/2019,0.046
-82.963625,35.507224,07/11/2019,0.031
-82.963625,35.507224,07/12/2019,0.032
-82.963625,35.507224,07/13/2019,0.024
-82.963625,35.507224,07/14/2019,0.031
-82.963625,35.507224,07/15/2019,0.032
-82.963625,35.507224,07/16/2019,0.026
-82.963625,35.507224,07/17/2019,0.022
-82.963625,35.507224,07/18/2019,0.035
