V1,V2,V3
-99,32,483.579803466797
-98.933110367893,32,531.073608398438
-98.866220735786,32,511.623596191406
-98.7993311036789,32,458.193572998047
-98.7324414715719,32,428.753570556641
-98.6655518394649,32,407.903594970703
-98.5986622073579,32,383.733581542969
-98.5317725752508,32,365.383575439453
-98.4648829431438,32,369.893585205078
-98.3979933110368,32,415.863220214844
-98.3311036789298,32,399.503234863281
-98.2642140468227,32,407.463226318359
-98.1973244147157,32,387.523223876953
-98.1304347826087,32,355.913238525391
-98.0635451505017,32,326.603240966797
-97.9966555183946,32,315.443237304688
-97.9297658862876,32,297.243225097656
-97.8628762541806,32,297.801574707031
-97.7959866220736,32,282.451568603516
-97.7290969899665,32,256.681579589844
-97.6622073578595,32,270.341552734375
-97.5953177257525,32,252.261566162109
-97.5284280936455,32,215.361572265625
-97.4615384615385,32,173.761566162109
-97.3946488294314,32,176.751571655273
-97.3277591973244,32,190.75309753418
-97.2608695652174,32,182.333099365234
-97.1939799331104,32,177.673110961914
-97.1270903010033,32,199.803100585938
-97.0602006688963,32,207.833099365234
-96.9933110367893,32,176.313110351562
-96.9264214046823,32,157.843109130859
-96.8595317725753,32,144.853103637695
-96.7926421404682,32,137.687957763672
-96.7257525083612,32,136.187957763672
-96.6588628762542,32,130.677963256836
-96.5919732441472,32,113.977958679199
-96.5250836120401,32,110.767959594727
-96.4581939799331,32,108.137954711914
-96.3913043478261,32,106.247955322266
-96.3244147157191,32,98.0779571533203
-96.257525083612,32,100.924324035645
-96.190635451505,32,97.4543228149414
-96.123745819398,32,85.8943252563477
-96.056856187291,32,84.2243270874023
-95.9899665551839,32,101.694328308105
-95.9230769230769,32,117.564323425293
-95.8561872909699,32,115.894325256348
-95.7892976588629,32,128.174331665039
-95.7224080267559,32,160.43376159668
-95.6555183946488,32,155.153762817383
-95.5886287625418,32,135.733764648438
-95.5217391304348,32,125.93376159668
-95.4548494983278,32,107.503761291504
-95.3879598662207,32,151.803756713867
-95.3210702341137,32,158.873764038086
-95.2541806020067,32,141.193756103516
-95.1872909698997,32,102.838989257812
-95.1204013377926,32,125.928993225098
-95.0535117056856,32,129.758987426758
-94.9866220735786,32,118.808990478516
-94.9197324414716,32,111.188987731934
-94.8528428093645,32,113.118988037109
-94.7859531772575,32,132.488983154297
-94.7190635451505,32,138.948989868164
-94.6521739130435,32,149.665603637695
-94.5852842809364,32,123.835601806641
-94.5183946488294,32,124.015594482422
-94.4515050167224,32,109.365600585938
-94.3846153846154,32,104.275596618652
-94.3177257525084,32,102.965599060059
-94.2508361204013,32,92.5955963134766
-94.1839464882943,32,84.8455963134766
-94.1170568561873,32,77.3391189575195
-94.0501672240803,32,65.8391189575195
-93.9832775919732,32,63.9691162109375
-93.9163879598662,32,73.3691177368164
-93.8494983277592,32,80.1491165161133
-93.7826086956522,32,90.3591156005859
-93.7157190635452,32,100.289115905762
-93.6488294314381,32,92.7191162109375
-93.5819397993311,32,91.5095596313477
-93.5150501672241,32,57.3295631408691
-93.4481605351171,32,39.3695602416992
-93.38127090301,32,38.419563293457
-93.314381270903,32,43.3895606994629
-93.247491638796,32,51.3095626831055
-93.180602006689,32,47.5995635986328
-93.1137123745819,32,37.1995620727539
-93.0468227424749,32,39.1062088012695
-92.9799331103679,32,59.5762100219727
-92.9130434782609,32,39.1162071228027
-92.8461538461538,32,61.5162086486816
-92.7792642140468,32,55.8962097167969
-92.7123745819398,32,41.1462097167969
-92.6454849498328,32,32.8862075805664
-92.5785953177258,32,38.5762100219727
-92.5117056856187,32,49.889045715332
-92.4448160535117,32,44.7790451049805
-92.3779264214047,32,45.0890426635742
-92.3110367892977,32,35.4090461730957
-92.2441471571906,32,36.7190437316895
-92.1772575250836,32,44.4090461730957
-92.1103678929766,32,49.3690452575684
-92.0434782608696,32,59.6290435791016
-91.9765886287625,32,27.7848205566406
-91.9096989966555,32,15.8448209762573
-91.8428093645485,32,17.4948215484619
-91.7759197324415,32,17.6348209381104
-91.7090301003344,32,20.7548198699951
-91.6421404682274,32,19.5248203277588
-91.5752508361204,32,17.7748203277588
-91.5083612040134,32,16.6048202514648
-91.4414715719064,32,18.7768592834473
-91.3745819397993,32,19.8468589782715
-91.3076923076923,32,20.2868595123291
-91.2408026755853,32,20.6568584442139
-91.1739130434783,32,21.4368591308594
-91.1070234113712,32,35.9368591308594
-91.0401337792642,32,45.3468589782715
-90.9732441471572,32,42.2368583679199
-90.9063545150502,32,54.6382598876953
-90.8394648829431,32,59.1882591247559
-90.7725752508361,32,69.9082565307617
-90.7056856187291,32,81.5482559204102
-90.6387959866221,32,72.6782608032227
-90.5719063545151,32,81.1682586669922
-90.505016722408,32,96.7282562255859
-90.438127090301,32,113.188255310059
-90.371237458194,32,133.168746948242
-90.304347826087,32,121.628746032715
-90.2374581939799,32,85.7787475585938
-90.1705685618729,32,93.1387481689453
-90.1036789297659,32,106.748741149902
-90.0367892976589,32,107.198745727539
-89.9698996655518,32,105.658744812012
-89.9030100334448,32,96.7387466430664
-89.8361204013378,32,123.642997741699
-89.7692307692308,32,143.002990722656
-89.7023411371237,32,126.99299621582
-89.6354515050167,32,115.282997131348
-89.5685618729097,32,115.272994995117
-89.5016722408027,32,137.483001708984
-89.4347826086957,32,99.452995300293
-89.3678929765886,32,114.102996826172
-89.3010033444816,32,122.922454833984
-89.2341137123746,32,107.252456665039
-89.1672240802676,32,110.242454528809
-89.1003344481605,32,109.582450866699
-89.0334448160535,32,129.462448120117
-88.9665551839465,32,132.322448730469
-88.8996655518395,32,98.9024505615234
-88.8327759197324,32,85.4324569702148
-88.7658862876254,32,83.1119003295898
-88.6989966555184,32,68.3719024658203
-88.6321070234114,32,93.1519012451172
-88.5652173913043,32,86.7719039916992
-88.4983277591973,32,82.8119049072266
-88.4314381270903,32,76.1519012451172
-88.3645484949833,32,73.8918991088867
-88.2976588628763,32,68.3119049072266
-88.2307692307692,32,77.4497985839844
-88.1638795986622,32,69.6197967529297
-88.0969899665552,32,16.4897956848145
-88.0301003344482,32,30.6197967529297
-87.9632107023411,32,36.7797966003418
-87.8963210702341,32,46.4597969055176
-87.8294314381271,32,62.7097969055176
-87.7625418060201,32,85.9497985839844
-87.695652173913,32,71.4407501220703
-87.628762541806,32,52.0707511901855
-87.561872909699,32,45.6407508850098
-87.494983277592,32,29.8907527923584
-87.4280936454849,32,28.830753326416
-87.3612040133779,32,39.7807540893555
-87.2943143812709,32,55.3207511901855
-87.2274247491639,32,75.5607528686523
-87.1605351170569,32,62.3194236755371
-87.0936454849498,32,61.3294258117676
-87.0267558528428,32,60.2394256591797
-86.9598662207358,32,66.0494232177734
-86.8929765886288,32,70.7994232177734
-86.8260869565217,32,82.029426574707
-86.7591973244147,32,104.679420471191
-86.6923076923077,32,102.299423217773
-86.6254180602007,32,128.458251953125
-86.5585284280937,32,133.848251342773
-86.4916387959866,32,126.808258056641
-86.4247491638796,32,133.988250732422
-86.3578595317726,32,147.588256835938
-86.2909698996656,32,141.498260498047
-86.2240802675585,32,138.53825378418
-86.1571906354515,32,126.008255004883
-86.0903010033445,32,126.005714416504
-86.0234113712375,32,142.405715942383
-85.9565217391304,32,126.795707702637
-85.8896321070234,32,133.715713500977
-85.8227424749164,32,128.605712890625
-85.7558528428094,32,136.93571472168
-85.6889632107023,32,138.465713500977
-85.6220735785953,32,124.68571472168
-85.5551839464883,32,143.621292114258
-85.4882943143813,32,137.841293334961
-85.4214046822742,32,123.451301574707
-85.3545150501672,32,105.941299438477
-85.2876254180602,32,101.611297607422
-85.2207357859532,32,97.0513000488281
-85.1538461538462,32,88.9212951660156
-85.0869565217391,32,65.1512985229492
-85.0200668896321,32,98.9006652832031
-84.9531772575251,32,131.340667724609
-84.8862876254181,32,127.51065826416
-84.819397993311,32,131.630661010742
-84.752508361204,32,123.240661621094
-84.685618729097,32,135.00065612793
-84.61872909699,32,152.9306640625
-84.5518394648829,32,140.060668945312
-84.4849498327759,32,130.872344970703
-84.4180602006689,32,114.012351989746
-84.3511705685619,32,122.502349853516
-84.2842809364548,32,110.412353515625
-84.2173913043478,32,99.042350769043
-84.1505016722408,32,100.382354736328
-84.0836120401338,32,103.792350769043
-84.0167224080268,32,92.0823516845703
-83.9498327759197,32,82.9162216186523
-83.8829431438127,32,79.8962249755859
-83.8160535117057,32,89.5362243652344
-83.7491638795987,32,99.0362243652344
-83.6822742474916,32,122.21622467041
-83.6153846153846,32,124.066223144531
-83.5484949832776,32,115.096221923828
-83.4816053511706,32,112.656227111816
-83.4147157190636,32,102.643013000488
-83.3478260869565,32,86.0030136108398
-83.2809364548495,32,67.1330184936523
-83.2140468227425,32,54.3730163574219
-83.1471571906355,32,76.2130126953125
-83.0802675585284,32,88.473014831543
-83.0133779264214,32,75.8730163574219
-82.9464882943144,32,80.8730163574219
-82.8795986622074,32,69.7828750610352
-82.8127090301003,32,58.3628768920898
-82.7458193979933,32,57.9428787231445
-82.6789297658863,32,50.2428779602051
-82.6120401337793,32,47.2828788757324
-82.5451505016722,32,33.4528770446777
-82.4782608695652,32,38.7528762817383
-82.4113712374582,32,39.122875213623
-82.3444816053512,32,39.6677169799805
-82.2775919732441,32,37.6377182006836
-82.2107023411371,32,41.1877174377441
-82.1438127090301,32,37.1177177429199
-82.0769230769231,32,37.5077171325684
-82.0100334448161,32,49.3577194213867
-81.943143812709,32,50.5677185058594
-81.876254180602,32,45.9677200317383
-81.809364548495,32,41.9823265075684
-81.742474916388,32,28.3823261260986
-81.6755852842809,32,20.1223258972168
-81.6086956521739,32,18.0623264312744
-81.5418060200669,32,15.4323253631592
-81.4749163879599,32,8.54232597351074
